.comfax,MessageClick
"WebUnwired, Inc.","Net6, Inc. "
Webversa,"LucidMedia Networks, Inc. "
"Wellfleet Communications, Inc.","Bay Networks, Inc."
WePick.com,"OuterForce Systems, Inc. "
"West Coast Biologicals, Inc.","Vaxart, Inc. "
West Software,Derivix Corporation
West Virginia Bats,MetalWood Bats
Westar Technologies,"Cube Six, Inc. (DBA: ServMan "
Westbridge Technology,Actional Corporation
Westcom Media,"El Dorado Communications, Inc. "
Western States Pharmacy Con.,PRX Pharmacy Systems
Westgate Medical,Transfusion Technologies Corporation
"Whaleback Systems, Inc.",Whaleback Systems Corporation
"What A View Software, Inc.",Via Video Communications
Wheb Systems,Captiva Software
"White Pajama, Inc.","Contactual, Inc. "
"Whitetree Network Technologies, Inc.","Whitetree, Inc. "
"WholePeople.com, Inc.","Amrion, Inc. "
WhyNotU.com,Artizone
"Wi-Chi, Inc.","Azuray Technologies, Inc. "
"Wibhu Technologies, Inc.",AirTight Networks Inc.
WiData Corporation,WhereNet Corporation
Widergren Communications,"Widecom, Inc. "
Wikicities,"Wikia, Inc. "
"Wikigenia, Inc.","Geni, Inc. "
"Wikisphere, Inc.","Wetpaint.com, Inc. "
"WiMorph Communications, Inc.",MediaPhy Corporation
"WIN2 Technologies, Inc.",Windows Too
Winchester Design Systems,SolidWorks Corporation
Wind Tower Systems LLC,"Wasatch Wind, Inc. "
Windsor Pet Care,"Best Friends Pet Care, Inc. "
"Windward Medical, Inc.","Carticept Medical, Inc. "
"Windy Hill Technology, Inc.","Pro-Duct Health, Inc. "
WinStar Telecommunications,Winstar Communications
"Wire Networks, Inc.",Women.com Networks
Wireless Broadcasting Systems of America,WBS America
"Wireless Communications, Inc.",Health Discovery Corp.
Wireless Integrated Network Tech,"AdiCom Wireless, Inc."
Wireless Local Loop (WLL Int'l,"VeloCom, Inc. "
Wireless Services Corporation,SinglePoint
Wirex,"Immunix, Inc. "
Wisconsin corporation,"Quantum Devices, Inc. "
"Wit SoundView Group, Inc.",SoundView Technology Group
Witan Group LLC,Kinexus
"WMR Biomedical, Inc.","Arsenal Medical, Inc. "
Woodside Networks,"Airgo Networks, Inc. "
Workstations International,ZoneTrader.com
WorkWired.com,"Fullscope, Inc. "
"World Vital Records, Inc.","FamilyLink.com, Inc. "
"World-Net Access, Inc.","Verio, Inc. "
World2Market.com,Viatru
"Wowkast Technologies, Inc.","Flowgram, Inc. "
"WPSH Media, Inc.","SevenSpace, Inc.  "
"Wright Medical, Inc.",Iovision
WSI,"Web.com, Inc. "
"WSI Communications, Inc.","Globecomm Systems, Inc. "
"X-EMI, Inc.","VizionWare, Inc. "
X-Sten Corporation,"Vertos Medical, Inc. "
X-Stop,8e6 Technologies
"XActional, Inc.","Covelight Systems, Inc.  "
"Xan3D Technologies, Inc.","Cubic Wafer, Inc. "
Xando,"Cosi, Inc. "
Xanthus Life Sciences,"Xanthus Pharmaceuticals, Inc. "
"XBux, Inc.",XTRM Sports Network
XCFTech Inc.,"Terraspring, Inc. "
"Xcyte Therapies, Inc.","Cyclacel Pharmaceuticals, Inc. "
"XDS, Inc.",SIMtone Corporation
Xenon Microsystems Corp.,"Chromatic Research, Inc. "
"XHP Microsystems, Inc.","Miradia, Inc. "
"Xilient, Inc.","Zenverge, Inc. "
XOMA Corporation,XOMA Ltd.
XP Technology,"SmartSynch, Inc. "
"Xponent Photonics, Inc.",Xponent
"XStream Logic, Inc.","Clearwater Networks, Inc. "
Xtrak Inc.,"Cadtrack, Inc. "
Xytex Inc.,"Xyvision, Inc.  "
Yajsu,"Marimba, Inc. "
"YBook, Inc.",Ysource Inc
"YellowShirt, Inc.","Intersperse, Inc. "
"Yipes Holdings, Inc.","Reliance Globalcom Services, Inc."
"Yodel, Inc.","Sphere Source, Inc. "
Yon Software,MeetingSense Software Corp.
"You Software, Inc.","Attensa, Inc. "
youknowbest.com,"Channel Intelligence, Inc. "
Younology,"YOUPowered, Inc. "
"YourDoctor, Inc.","Healthline Networks, Inc. "
YouSwap,"EatLime, Inc. "
"YRLS Communications, Inc.","VertiCom, Inc. "
"Z-Force, Inc.","Attune Systems, Inc. "
Zane Publishing,"Zane Interactive Publishing, Inc. "
"Zany Brainy Children's Concept, Inc","Zany Brainy, Inc. "
"Zaplink, Inc.","TimeBridge, Inc. "
"Zarix, Inc.",EXIMIAS Pharmaceutical Corp.
"ZARS, Inc.","ZARS Pharma, Inc. "
ZC Acquisition Corp,Zefer Acquisition Corporation
"Zeetoo, Inc.","Zeemote, Inc. "
"Zentinel, Inc.","Zenoss, Inc. "
"ZenZui, Inc.","Zumobi, Inc. "
"Zepton Networks, Inc.",Infinera Corporation
Zero Emissions Technology,Powerspan Corporation
Zero Roll Suspension,RoadMaster Suspension Corp.
"Zetatech, Inc.","Vantage Analysis Systems, Inc. "
"Zeus Components, Inc.","Zing Technologies, Inc. "
"Zing Network, Inc.",Lumero
"Ziszas, Inc.","SharpVista Technologies, Inc. "
"Zomed International, Inc.","RITA Medical Systems, Inc. "
"Zonagen, Inc.","Repros Therapeutics, Inc. "
Zone Automation,"Zoneworx, Inc. "
"Zoom Telephonics, Inc.","Zoom Technologies, Inc. "
Zycad Corporation,GateField Corporation
Zymed Medical Instrumentation,"Zymed, Inc."
Zymos Corporation,"ZymoGenetics, Inc. "
Zynaxis Cell Science/PKH Labs,"Zynaxis, Inc."
Zyoptics Inc.,"AOptix Technologies, Inc. "
ZZ Soft Inc.,Sandlot Corporation
